partnerFullName;partnerSeq;partnerName;partnerType;isCustomer;isSupplier;printingSettingName;companyName;companyCode;addressL4;zip;country
T0001 - Kay Scientia Pvt Ltd;T0001;Kay Scientia Pvt Ltd;1;true;true;BBPrintingSetting;Kay Scientia Pvt Ltd;KS;D49/1 Block 2 Clifton Karachi 75600 Pakistan;75600;PK
